4	 1:1.29555351464296	 2:1.00801223843533	 3:-.843995532216004	 4:-.80470640575722	 5:4.41052114646198E-03	 6:.664852841331333	 7:.593962222236474	 8:1.34132986064074	 9:-.210019747116933	 10:-2.23648741064378E-02	 11:-.435613884336275	 12:1.05538484433444	 13:-.716259742250555	 14:-.786819328954803	 15:-.105304810091389	 16:-1.03815387897482
9	 1:-.924404314999601	 2:-1.03706158248246	 3:-1.82550024671547	 4:1.01688523775094	 5:4.41052114646198E-03	 6:.482144492918339	 7:-.387738199543097	 8:-.98541785578243	 9:4.76086184144955	 10:-2.23648741064378E-02	 11:-.435613884336275	 12:-.436588782574117	 13:.378101972417978	 14:-5.94509960821391E-02	 15:-.105304810091389	 16:.329956988755941
17	 1:.185574599821683	 2:-.107482572974372	 3:-.427599592731381	 4:.138617838202362	 5:4.41052114646198E-03	 6:.664852841331333	 7:.593962222236474	 8:-.966501207681428	 9:-.210019747116933	 10:-2.23648741064378E-02	 11:-.435613884336275	 12:1.05538484433444	 13:-.716259742250555	 14:.758838378399608	 15:-.105304810091389	 16:.557975466711068
2	 1:-.739407829196054	 2:-1.03706158248246	 3:.821588225722488	 4:1.00062102664818	 5:.713640052235832	 6:-1.52764733962459	 7:1.21868067245983	 8:-1.43941741020646	 9:-.210019747116933	 10:-2.23648741064378E-02	 11:-.435613884336275	 12:-.436588782574117	 13:1.47246368708651	 14:1.39528566966318	 15:-.105304810091389	 16:.329956988755941
1	 1:.925560543035873	 2:1.00801223843533	 3:.881073359934577	 4:1.55360420414173	 5:.713640052235832	 6:.664852841331333	 7:-.994607551188651	 8:-.966501207681428	 9:-.210019747116933	 10:-2.23648741064378E-02	 11:5.90866260335752	 12:1.05538484433444	 13:-.716259742250555	 14:-.968661412172969	 15:-.105304810091389	 16:-1.03815387897482
2	 1:2.03553945785715	 2:1.56575964414018	 3:-.769639114450893	 4:.935564182237183	 5:4.41052114646198E-03	 6:.664852841331333	 7:.593962222236474	 8:1.20891332393373	 9:-.210019747116933	 10:-2.23648741064378E-02	 11:-.435613884336275	 12:-.436588782574117	 13:-.716259742250555	 14:-.69589828734572	 15:-.105304810091389	 16:-1.03815387897482
2	 1:-.739407829196054	 2:-1.03706158248246	 3:-2.60749367997804E-02	 4:.252467315921622	 5:.890947435008175	 6:-1.1622306427986	 7:.344074842147129	 8:.263080918883664	 9:-.210019747116933	 10:-2.23648741064378E-02	 11:-.435613884336275	 12:4.03933209815156	 13:1.47246368708651	 14:1.39528566966318	 15:-.105304810091389	 16:.329956988755941
2	 1:-.184418371785411	 2:-.479314176777608	 3:1.04465747901782	 4:1.27711261539496	 5:-1.41404854103227	 6:1.5783945833963	 7:-.798267466832736	 8:.849497010014709	 9:-.210019747116933	 10:-2.23648741064378E-02	 11:-.435613884336275	 12:-.436588782574117	 13:-.716259742250555	 14:-.423135162518471	 15:-.105304810091389	 16:2.04009557341939
4	 1:-.369414857588959	 2:-.479314176777608	 3:-.115302638117914	 4:-.34930849488018	 5:-1.41404854103227	 6:.847561189744327	 7:1.11158608099297	 8:-1.62858389121647	 9:-.210019747116933	 10:-2.23648741064378E-02	 11:-.435613884336275	 12:-.436588782574117	 13:-.716259742250555	 14:-.968661412172969	 15:-.105304810091389	 16:-.126079967154313
12	 1:-.369414857588959	 2:-.665229978679225	 3:-.725025263791826	 4:-1.19504747222325	 5:.53633266946349	 6:.482144492918339	 7:-1.01245664976646	 8:-1.66641718741848	 9:-.210019747116933	 10:-2.23648741064378E-02	 11:-.435613884336275	 12:-.436588782574117	 13:-.716259742250555	 14:-.423135162518471	 15:-.105304810091389	 16:-.696126162042131
9	 1:.370571085625231	 2:7.84332289272449E-02	 3:-.546569861155559	 4:.187410471510617	 5:.713640052235832	 6:.664852841331333	 7:1.34362436250451	 8:-1.26916757729745	 9:-.210019747116933	 10:-2.23648741064378E-02	 11:1.46766906197186	 12:1.05538484433444	 13:-.716259742250555	 14:-.786819328954803	 15:-.105304810091389	 16:-1.03815387897482
17	 1:2.5905289152678	 2:3.05308605935312	 3:-.115302638117914	 4:.284995738127125	 5:-1.41404854103227	 6:1.5783945833963	 7:1.11158608099297	 8:-.890834615277422	 9:-.210019747116933	 10:-2.23648741064378E-02	 11:-.435613884336275	 12:-.436588782574117	 13:-.716259742250555	 14:-.968661412172969	 15:-.105304810091389	 16:-1.03815387897482
11	 1:-.739407829196054	 2:-.851145780580843	 3:.940558494146666	 4:-.34930849488018	 5:.53633266946349	 6:-.43139724914663	 7:-1.01245664976646	 8:-9.63353950353624E-02	 9:-.210019747116933	 10:-2.23648741064378E-02	 11:-.435613884336275	 12:-.436588782574117	 13:1.47246368708651	 14:1.39528566966318	 15:-.105304810091389	 16:.329956988755941
9	 1:5.78114018136053E-04	 2:-.29339837487599	 3:-.368114458519292	 4:-1.12999062781224	 5:-.17289686162588	 6:.847561189744327	 7:.986642390948303	 8:-.947584559580427	 9:-.210019747116933	 10:-2.23648741064378E-02	 11:-.435613884336275	 12:-.436588782574117	 13:-.716259742250555	 14:-.968661412172969	 15:-.105304810091389	 16:-.696126162042131
2	 1:-.554411343392506	 2:-.665229978679225	 3:1.13388518033595	 4:1.1957915598812	 5:-1.59135592380462	 6:-1.52764733962459	 7:.236980250680266	 8:-1.43941741020646	 9:-.210019747116933	 10:-2.23648741064378E-02	 11:-.435613884336275	 12:-.436588782574117	 13:-.716259742250555	 14:-.968661412172969	 15:-.105304810091389	 16:1.6980678564867
2	 1:-.184418371785411	 2:-.665229978679225	 3:1.00004362835875	 4:-.609535872524203	 5:4.41052114646198E-03	 6:-6.59805523206427E-02	 7:.593962222236474	 8:.584663936600689	 9:-.210019747116933	 10:-2.23648741064378E-02	 11:-.435613884336275	 12:-.436588782574117	 13:-.716259742250555	 14:.849759420008691	 15:-.105304810091389	 16:1.6980678564867
1	 1:-.184418371785411	 2:-.479314176777608	 3:.315964584919731	 4:.268731527024374	 5:-2.12327807212165	 6:-1.52764733962459	 7:-.53053098816558	 8:-.266585227944375	 9:-.210019747116933	 10:-2.23648741064378E-02	 11:1.46766906197186	 12:-.436588782574117	 13:-.716259742250555	 14:-.968661412172969	 15:-.105304810091389	 16:-1.03815387897482
3	 1:5.78114018136053E-04	 2:-.29339837487599	 3:-.412728309178359	 4:.252467315921622	 5:-1.41404854103227	 6:1.39568623498331	 7:-.137850819453751	 8:.717080473307699	 9:-.210019747116933	 10:-2.23648741064378E-02	 11:-.435613884336275	 12:-.436588782574117	 13:-.716259742250555	 14:-.968661412172969	 15:-.105304810091389	 16:.329956988755941
2	 1:-.739407829196054	 2:-1.22297738438407	 3:-.769639114450893	 4:-.105345328338908	 5:-.882126392715251	 6:-6.59805523206427E-02	 7:1.30792616534889	 8:.584663936600689	 9:-.210019747116933	 10:-2.23648741064378E-02	 11:-.435613884336275	 12:-.436588782574117	 13:1.47246368708651	 14:1.39528566966318	 15:-.105304810091389	 16:-.240089206131876
6	 1:-.739407829196054	 2:-1.03706158248246	 3:-.977837084193205	 4:.90303576003168	 5:1.4228695833252	 6:.664852841331333	 7:.718905912281147	 8:-.966501207681428	 9:-.210019747116933	 10:-2.23648741064378E-02	 11:-.435613884336275	 12:1.05538484433444	 13:1.47246368708651	 14:1.39528566966318	 15:-.105304810091389	 16:1.01401242262132
17	 1:-.739407829196054	 2:-.665229978679225	 3:-1.15629248682947	 4:.935564182237183	 5:.890947435008175	 6:.664852841331333	 7:-1.36943862132267	 8:-.966501207681428	 9:-.210019747116933	 10:-2.23648741064378E-02	 11:-.435613884336275	 12:1.05538484433444	 13:1.47246368708651	 14:1.39528566966318	 15:-.105304810091389	 16:1.6980678564867
14	 1:-.369414857588959	 2:-.851145780580843	 3:1.01491491191177	 4:.756657860106917	 5:.713640052235832	 6:.664852841331333	 7:-.209247213764993	 8:-.966501207681428	 9:-.210019747116933	 10:-2.23648741064378E-02	 11:1.46766906197186	 12:1.05538484433444	 13:-.716259742250555	 14:-.968661412172969	 15:-.105304810091389	 16:.329956988755941
17	 1:-.369414857588959	 2:-.29339837487599	 3:1.25285544876013	 4:.772922071209668	 5:-.882126392715251	 6:.664852841331333	 7:1.30792616534889	 8:1.05758013912572	 9:-.210019747116933	 10:-2.23648741064378E-02	 11:1.46766906197186	 12:1.05538484433444	 13:-.716259742250555	 14:-.423135162518471	 15:-.105304810091389	 16:-1.03815387897482
3	 1:-.554411343392506	 2:-.479314176777608	 3:-.531698577602537	 4:.284995738127125	 5:-1.41404854103227	 6:-.43139724914663	 7:.254829349258077	 8:-1.08000109628743	 9:-.210019747116933	 10:-2.23648741064378E-02	 11:-.435613884336275	 12:-.436588782574117	 13:-.716259742250555	 14:-.69589828734572	 15:-.105304810091389	 16:1.81207709546426
17	 1:2.2205359436607	 2:1.7516754460418	 3:.821588225722488	 4:.480166271360142	 5:.53633266946349	 6:-.43139724914663	 7:-1.01245664976646	 8:-.436835060853388	 9:-.210019747116933	 10:-2.23648741064378E-02	 11:-.435613884336275	 12:-.436588782574117	 13:-.716259742250555	 14:.213312128745109	 15:-.105304810091389	 16:-.696126162042131
17	 1:-.739407829196054	 2:-1.03706158248246	 3:.345707152025776	 4:-1.60165274979204	 5:-1.41404854103227	 6:.664852841331333	 7:1.64705903832728	 8:1.20891332393373	 9:-.210019747116933	 10:-2.23648741064378E-02	 11:-.435613884336275	 12:-.436588782574117	 13:1.47246368708651	 14:1.39528566966318	 15:-.105304810091389	 16:-.924144639997258
17	 1:.185574599821683	 2:7.84332289272449E-02	 3:.955429777699688	 4:-1.27636852773701	 5:-.17289686162588	 6:-1.52764733962459	 7:.576113123658664	 8:-.153085339338366	 9:-.210019747116933	 10:-2.23648741064378E-02	 11:-.435613884336275	 12:-.436588782574117	 13:-.716259742250555	 14:-.968661412172969	 15:-.105304810091389	 16:.329956988755941
17	 1:1.66554648625006	 2:1.00801223843533	 3:-.992708367746227	 4:1.55360420414173	 5:1.60017696609754	 6:-2.25848073327657	 7:1.07588788383735	 8:-.285501876045376	 9:-.210019747116933	 10:-2.23648741064378E-02	 11:-.435613884336275	 12:-.436588782574117	 13:-.716259742250555	 14:-.968661412172969	 15:-.105304810091389	 16:-1.03815387897482
3	 1:.185574599821683	 2:7.84332289272449E-02	 3:-1.03732221840529	 4:-.528214817010446	 5:.713640052235832	 6:.664852841331333	 7:-.994607551188651	 8:1.34132986064074	 9:-.210019747116933	 10:-2.23648741064378E-02	 11:1.46766906197186	 12:1.05538484433444	 13:-.716259742250555	 14:-.968661412172969	 15:-.105304810091389	 16:1.35604013955401
10	 1:1.48055000044651	 2:1.37984384223856	 3:-.204530339436047	 4:1.27711261539496	 5:-1.59135592380462	 6:.664852841331333	 7:.236980250680266	 8:.33874751128767	 9:-.210019747116933	 10:-2.23648741064378E-02	 11:-.435613884336275	 12:-3.42053603639123	 13:-.716259742250555	 14:-.968661412172969	 15:-.105304810091389	 16:-1.03815387897482
18	 1:.555567571428778	 2:-.107482572974372	 3:-.382985742072314	 4:-1.11372641670949	 5:.53633266946349	 6:1.5783945833963	 7:-1.01245664976646	 8:.376580807489673	 9:-.210019747116933	 10:-2.23648741064378E-02	 11:-.435613884336275	 12:-.436588782574117	 13:-.716259742250555	 14:-.968661412172969	 15:-.105304810091389	 16:.557975466711068
17	 1:-.739407829196054	 2:-1.03706158248246	 3:.167251749389508	 4:-1.12999062781224	 5:4.41052114646198E-03	 6:.664852841331333	 7:-1.06600394549989	 8:-.966501207681428	 9:-.210019747116933	 10:-2.23648741064378E-02	 11:-.435613884336275	 12:1.05538484433444	 13:1.47246368708651	 14:1.39528566966318	 15:-.105304810091389	 16:-.240089206131876
9	 1:5.78114018136053E-04	 2:7.84332289272449E-02	 3:-.754767830897871	 4:1.32590524870321	 5:-1.59135592380462	 6:1.5783945833963	 7:.236980250680266	 8:1.09541343532772	 9:-.210019747116933	 10:-2.23648741064378E-02	 11:-.435613884336275	 12:-.436588782574117	 13:-.716259742250555	 14:-.968661412172969	 15:-.105304810091389	 16:.329956988755941
9	 1:2.2205359436607	 2:2.30942285174665	 3:.613390255980176	 4:-.999876938990238	 5:4.41052114646198E-03	 6:.482144492918339	 7:-1.74426969145668	 8:.641413880903693	 9:-.210019747116933	 10:-2.23648741064378E-02	 11:-.435613884336275	 12:-.436588782574117	 13:-.716259742250555	 14:-.968661412172969	 15:-.105304810091389	 16:-1.03815387897482
2	 1:1.29555351464296	 2:1.00801223843533	 3:1.25285544876013	 4:.138617838202362	 5:.53633266946349	 6:.664852841331333	 7:.647509517969905	 8:-.966501207681428	 9:-.210019747116933	 10:-2.23648741064378E-02	 11:-.435613884336275	 12:1.05538484433444	 13:-.716259742250555	 14:.213312128745109	 15:-.105304810091389	 16:-1.03815387897482
17	 1:-.739407829196054	 2:-.665229978679225	 3:.330835868472753	 4:-1.48780327207278	 5:.359025286691147	 6:-1.1622306427986	 7:.147734757791214	 8:.263080918883664	 9:-.210019747116933	 10:-2.23648741064378E-02	 11:-.435613884336275	 12:-2.67454922293695	 13:1.47246368708651	 14:1.39528566966318	 15:-.105304810091389	 16:.329956988755941
10	 1:-.924404314999601	 2:-1.59480898818731	 3:-1.87011409737454	 4:.041032571585854	 5:-1.41404854103227	 6:-1.52764733962459	 7:1.29007706677108	 8:-1.43941741020646	 9:4.76086184144955	 10:-2.23648741064378E-02	 11:-.435613884336275	 12:-.436588782574117	 13:.378101972417978	 14:-5.94509960821391E-02	 15:-.105304810091389	 16:.329956988755941
19	 1:-.739407829196054	 2:-1.03706158248246	 3:-1.15629248682947	 4:.756657860106917	 5:.890947435008175	 6:-1.52764733962459	 7:1.23652977103764	 8:.925163602418715	 9:-.210019747116933	 10:-2.23648741064378E-02	 11:-.435613884336275	 12:-.436588782574117	 13:1.47246368708651	 14:1.39528566966318	 15:-.105304810091389	 16:2.49613252932965
17	 1:.370571085625231	 2:.264349030828862	 3:1.25285544876013	 4:-1.01614115009298	 5:-.17289686162588	 6:1.5783945833963	 7:-1.76211879003449	 8:1.09541343532772	 9:-.210019747116933	 10:-2.23648741064378E-02	 11:-.435613884336275	 12:-.436588782574117	 13:-.716259742250555	 14:-.968661412172969	 15:-.105304810091389	 16:2.04009557341939
17	 1:-.739407829196054	 2:-1.03706158248246	 3:-.843995532216004	 4:.90303576003168	 5:-.350204244398223	 6:-.979522294385613	 7:.558264025080853	 8:-1.42050076210546	 9:-.210019747116933	 10:-2.23648741064378E-02	 11:-.435613884336275	 12:-.436588782574117	 13:1.47246368708651	 14:1.39528566966318	 15:-.105304810091389	 16:.329956988755941
9	 1:2.03553945785715	 2:1.7516754460418	 3:-.531698577602537	 4:.90303576003168	 5:.713640052235832	 6:.664852841331333	 7:1.04018968668173	 8:.33874751128767	 9:-.210019747116933	 10:-2.23648741064378E-02	 11:1.46766906197186	 12:1.05538484433444	 13:-.716259742250555	 14:-.786819328954803	 15:-.105304810091389	 16:-1.03815387897482
2	 1:.555567571428778	 2:1.37984384223856	 3:-.145045205223958	 4:-1.2438401055315	 5:.890947435008175	 6:.482144492918339	 7:-1.67287329714544	 8:-.98541785578243	 9:-.210019747116933	 10:-2.23648741064378E-02	 11:-.435613884336275	 12:-.436588782574117	 13:-.716259742250555	 14:-.968661412172969	 15:-.105304810091389	 16:-1.03815387897482
14	 1:-.739407829196054	 2:-1.22297738438407	 3:.24160816715462	 4:-1.2438401055315	 5:.890947435008175	 6:.664852841331333	 7:1.23652977103764	 8:-.247668579843373	 9:-.210019747116933	 10:-2.23648741064378E-02	 11:-.435613884336275	 12:1.05538484433444	 13:1.47246368708651	 14:1.39528566966318	 15:-.105304810091389	 16:-.240089206131876
4	 1:-.554411343392506	 2:-.851145780580843	 3:.940558494146666	 4:1.32590524870321	 5:-1.05943377548759	 6:-.248688900733636	 7:-.459134593854339	 8:-1.06108444818643	 9:-.210019747116933	 10:-2.23648741064378E-02	 11:-.435613884336275	 12:-.436588782574117	 13:-.716259742250555	 14:-.69589828734572	 15:-.105304810091389	 16:.329956988755941
18	 1:.555567571428778	 2:-.107482572974372	 3:-.784510398003915	 4:-1.11372641670949	 5:-1.41404854103227	 6:1.5783945833963	 7:-1.45868411421172	 8:.376580807489673	 9:-.210019747116933	 10:-2.23648741064378E-02	 11:-.435613884336275	 12:-.436588782574117	 13:-.716259742250555	 14:-.69589828734572	 15:-.105304810091389	 16:2.04009557341939
10	 1:-.554411343392506	 2:-.851145780580843	 3:-.308629324307203	 4:-.46315797259944	 5:-.350204244398223	 6:.664852841331333	 7:-1.10170214265551	 8:-.966501207681428	 9:-.210019747116933	 10:-2.23648741064378E-02	 11:-.435613884336275	 12:1.05538484433444	 13:-.716259742250555	 14:.758838378399608	 15:-.105304810091389	 16:2.15410481239695
17	 1:.555567571428778	 2:.264349030828862	 3:1.00004362835875	 4:1.58613262634724	 5:1.24556220055286	 6:-1.52764733962459	 7:-1.63717509998982	 8:1.28457991633774	 9:-.210019747116933	 10:-2.23648741064378E-02	 11:-.435613884336275	 12:-.436588782574117	 13:-.716259742250555	 14:-.968661412172969	 15:-.105304810091389	 16:-.240089206131876
17	 1:.370571085625231	 2:1.00801223843533	 3:-.739896547344849	 4:-.511950605907694	 5:.713640052235832	 6:.664852841331333	 7:1.34362436250451	 8:1.34132986064074	 9:-.210019747116933	 10:-2.23648741064378E-02	 11:1.46766906197186	 12:1.05538484433444	 13:-.716259742250555	 14:-.786819328954803	 15:-.105304810091389	 16:-.126079967154313
11	 1:.185574599821683	 2:7.84332289272449E-02	 3:-.977837084193205	 4:-1.01614115009298	 5:-1.9459706893493	 6:1.5783945833963	 7:7.63383634799729E-02	 8:-1.34483416970145	 9:-.210019747116933	 10:-2.23648741064378E-02	 11:-.435613884336275	 12:-.436588782574117	 13:-.716259742250555	 14:-.968661412172969	 15:-.105304810091389	 16:-1.03815387897482
17	 1:-.739407829196054	 2:-1.03706158248246	 3:-.754767830897871	 4:-1.2438401055315	 5:-1.41404854103227	 6:.664852841331333	 7:-.137850819453751	 8:-.247668579843373	 9:-.210019747116933	 10:-2.23648741064378E-02	 11:-.435613884336275	 12:1.05538484433444	 13:1.47246368708651	 14:1.39528566966318	 15:-.105304810091389	 16:-.696126162042131
2	 1:1.48055000044651	 2:1.37984384223856	 3:-1.12036532467582E-02	 4:.284995738127125	 5:4.41052114646198E-03	 6:.847561189744327	 7:.593962222236474	 8:.357664159388672	 9:-.210019747116933	 10:-2.23648741064378E-02	 11:-.435613884336275	 12:-.436588782574117	 13:-.716259742250555	 14:-.69589828734572	 15:-.105304810091389	 16:-1.03815387897482
19	 1:-.739407829196054	 2:-.851145780580843	 3:1.14875646388897	 4:-1.2438401055315	 5:.53633266946349	 6:.847561189744327	 7:-1.01245664976646	 8:.679247177105696	 9:-.210019747116933	 10:-2.23648741064378E-02	 11:-.435613884336275	 12:-.436588782574117	 13:1.47246368708651	 14:1.39528566966318	 15:-.105304810091389	 16:-.240089206131876
2	 1:.925560543035873	 2:1.00801223843533	 3:1.04465747901782	 4:-1.19504747222325	 5:-1.41404854103227	 6:1.5783945833963	 7:.772453208014578	 8:1.36024650874174	 9:-.210019747116933	 10:-2.23648741064378E-02	 11:-.435613884336275	 12:-.436588782574117	 13:-.716259742250555	 14:-.968661412172969	 15:-.105304810091389	 16:-1.03815387897482
17	 1:.740564057232326	 2:1.00801223843533	 3:1.05952876257084	 4:-1.29263273883976	 5:-.350204244398223	 6:-.248688900733636	 7:-1.7799678886123	 8:-1.72316713172148	 9:-.210019747116933	 10:-2.23648741064378E-02	 11:-.435613884336275	 12:-.436588782574117	 13:-.716259742250555	 14:-.968661412172969	 15:-.105304810091389	 16:-.240089206131876
17	 1:-.184418371785411	 2:1.56575964414018	 3:.182123032942531	 4:.236203104818871	 5:4.41052114646198E-03	 6:-1.52764733962459	 7:-.387738199543097	 8:.925163602418715	 9:-.210019747116933	 10:-2.23648741064378E-02	 11:4.00537965704938	 12:-.436588782574117	 13:-.716259742250555	 14:-1.15050349539113	 15:-.105304810091389	 16:-.240089206131876
17	 1:-.924404314999601	 2:-1.22297738438407	 3:-2.7177772598968	 4:-1.03240536119574	 5:-1.05943377548759	 6:-6.59805523206427E-02	 7:.272678447835887	 8:.584663936600689	 9:4.76086184144955	 10:-2.23648741064378E-02	 11:4.00537965704938	 12:-.436588782574117	 13:.378101972417978	 14:-5.94509960821391E-02	 15:-.105304810091389	 16:.329956988755941
2	 1:.555567571428778	 2:7.84332289272449E-02	 3:-.635797562473693	 4:.90303576003168	 5:1.60017696609754	 6:-6.59805523206427E-02	 7:1.25437886961545	 8:.584663936600689	 9:-.210019747116933	 10:-2.23648741064378E-02	 11:-.435613884336275	 12:-.436588782574117	 13:-.716259742250555	 14:-.786819328954803	 15:-.105304810091389	 16:-.810135401019695
12	 1:-.739407829196054	 2:-1.03706158248246	 3:1.23798416520711	 4:1.00062102664818	 5:.53633266946349	 6:.664852841331333	 7:.647509517969905	 8:1.05758013912572	 9:-.210019747116933	 10:-2.23648741064378E-02	 11:-.435613884336275	 12:1.05538484433444	 13:1.47246368708651	 14:1.39528566966318	 15:-.105304810091389	 16:-.240089206131876
17	 1:1.11055702883942	 2:.45026483273048	 3:-.189659055883025	 4:-1.11372641670949	 5:1.60017696609754	 6:1.5783945833963	 7:1.61136084117166	 8:.376580807489673	 9:-.210019747116933	 10:-2.23648741064378E-02	 11:-.435613884336275	 12:-.436588782574117	 13:-.716259742250555	 14:-.968661412172969	 15:-.105304810091389	 16:-1.03815387897482
12	 1:-.739407829196054	 2:-.665229978679225	 3:.717489240851332	 4:1.00062102664818	 5:.713640052235832	 6:-.43139724914663	 7:1.34362436250451	 8:-1.08000109628743	 9:-.210019747116933	 10:-2.23648741064378E-02	 11:1.46766906197186	 12:-.436588782574117	 13:1.47246368708651	 14:1.39528566966318	 15:-.105304810091389	 16:-.240089206131876
11	 1:2.03553945785715	 2:1.7516754460418	 3:.405192286237865	 4:-.544479028113197	 5:.890947435008175	 6:-6.59805523206427E-02	 7:-.97675845261084	 8:-1.70425048362048	 9:-.210019747116933	 10:-2.23648741064378E-02	 11:-.435613884336275	 12:-.436588782574117	 13:-.716259742250555	 14:-.968661412172969	 15:-.105304810091389	 16:-1.03815387897482
1	 1:-.739407829196054	 2:-1.03706158248246	 3:1.01491491191177	 4:1.53733999303898	 5:-.350204244398223	 6:.847561189744327	 7:-1.7799678886123	 8:-.588168245661399	 9:-.210019747116933	 10:-2.23648741064378E-02	 11:-.435613884336275	 12:-2.67454922293695	 13:1.47246368708651	 14:1.39528566966318	 15:-.105304810091389	 16:.329956988755941
19	 1:-.739407829196054	 2:-1.40889318628569	 3:1.19337031454804	 4:-.105345328338908	 5:.53633266946349	 6:-1.52764733962459	 7:-1.01245664976646	 8:-1.43941741020646	 9:-.210019747116933	 10:-2.23648741064378E-02	 11:-.435613884336275	 12:-.436588782574117	 13:1.47246368708651	 14:1.39528566966318	 15:-.105304810091389	 16:2.04009557341939
6	 1:-.184418371785411	 2:-.665229978679225	 3:-.977837084193205	 4:.740393649004165	 5:.713640052235832	 6:.664852841331333	 7:-.994607551188651	 8:-1.26916757729745	 9:-.210019747116933	 10:-2.23648741064378E-02	 11:1.46766906197186	 12:-.436588782574117	 13:-.716259742250555	 14:-.968661412172969	 15:-.105304810091389	 16:.557975466711068
19	 1:-.739407829196054	 2:-.851145780580843	 3:.747231807957377	 4:.740393649004165	 5:-.882126392715251	 6:.664852841331333	 7:.790302306592389	 8:-.607084893762401	 9:-.210019747116933	 10:-2.23648741064378E-02	 11:-.435613884336275	 12:1.05538484433444	 13:1.47246368708651	 14:1.39528566966318	 15:-.105304810091389	 16:-.240089206131876
17	 1:.555567571428778	 2:.264349030828862	 3:1.14875646388897	 4:1.1307347154702	 5:.890947435008175	 6:.482144492918339	 7:-.851814762566168	 8:-.98541785578243	 9:-.210019747116933	 10:-2.23648741064378E-02	 11:-.435613884336275	 12:-2.67454922293695	 13:-.716259742250555	 14:-.968661412172969	 15:-.105304810091389	 16:.329956988755941
2	 1:-.739407829196054	 2:-.851145780580843	 3:-.442470876284403	 4:-1.60165274979204	 5:4.41052114646198E-03	 6:.847561189744327	 7:.593962222236474	 8:.357664159388672	 9:-.210019747116933	 10:-2.23648741064378E-02	 11:-.435613884336275	 12:-.436588782574117	 13:1.47246368708651	 14:1.39528566966318	 15:-.105304810091389	 16:1.58405861750914
6	 1:-.184418371785411	 2:-.479314176777608	 3:-.977837084193205	 4:.805450493415171	 5:1.4228695833252	 6:.847561189744327	 7:.718905912281147	 8:.357664159388672	 9:-.210019747116933	 10:-2.23648741064378E-02	 11:-.435613884336275	 12:-2.67454922293695	 13:-.716259742250555	 14:-.968661412172969	 15:-.105304810091389	 16:-.696126162042131
11	 1:4.25549728749973	 2:3.98266506886121	 3:9.28953316243975E-02	 4:-1.211311683326	 5:1.60017696609754	 6:.482144492918339	 7:.183432954946835	 8:-1.66641718741848	 9:-.210019747116933	 10:-2.23648741064378E-02	 11:-.435613884336275	 12:-.436588782574117	 13:-.716259742250555	 14:-.968661412172969	 15:-.105304810091389	 16:-.696126162042131
17	 1:-.369414857588959	 2:-.665229978679225	 3:-1.12036532467582E-02	 4:-.560743239215949	 5:4.41052114646198E-03	 6:.482144492918339	 7:.593962222236474	 8:-.98541785578243	 9:-.210019747116933	 10:-2.23648741064378E-02	 11:-.435613884336275	 12:-.436588782574117	 13:-.716259742250555	 14:-.423135162518471	 15:-.105304810091389	 16:-.126079967154313
5	 1:1.85054297205361	 2:1.7516754460418	 3:.345707152025776	 4:.984356815545437	 5:1.60017696609754	 6:.847561189744327	 7:-.923211156877409	 8:.357664159388672	 9:-.210019747116933	 10:-2.23648741064378E-02	 11:-.435613884336275	 12:1.05538484433444	 13:-.716259742250555	 14:.576996295181442	 15:-.105304810091389	 16:.329956988755941
9	 1:-.739407829196054	 2:-.479314176777608	 3:1.05952876257084	 4:-1.01614115009298	 5:-.350204244398223	 6:-6.59805523206427E-02	 7:-1.7799678886123	 8:.584663936600689	 9:-.210019747116933	 10:-2.23648741064378E-02	 11:-.435613884336275	 12:-.436588782574117	 13:1.47246368708651	 14:1.39528566966318	 15:-.105304810091389	 16:-1.03815387897482
5	 1:-.184418371785411	 2:-.479314176777608	 3:-1.03732221840529	 4:.78918628231242	 5:.713640052235832	 6:.664852841331333	 7:-.994607551188651	 8:1.34132986064074	 9:-.210019747116933	 10:-2.23648741064378E-02	 11:1.46766906197186	 12:1.05538484433444	 13:-.716259742250555	 14:-1.15050349539113	 15:-.105304810091389	 16:1.58405861750914
17	 1:-.184418371785411	 2:-.851145780580843	 3:-.145045205223958	 4:-1.11372641670949	 5:.53633266946349	 6:1.5783945833963	 7:-1.01245664976646	 8:.376580807489673	 9:-.210019747116933	 10:-2.23648741064378E-02	 11:-.435613884336275	 12:-.436588782574117	 13:-.716259742250555	 14:-.968661412172969	 15:-.105304810091389	 16:1.01401242262132
17	 1:-.554411343392506	 2:-.665229978679225	 3:-.992708367746227	 4:-1.16251905001775	 5:1.24556220055286	 6:-.43139724914663	 7:.701056813703337	 8:-1.08000109628743	 9:-.210019747116933	 10:-2.23648741064378E-02	 11:-.435613884336275	 12:2.547358471243	 13:-.716259742250555	 14:-.69589828734572	 15:-.105304810091389	 16:-.126079967154313
4	 1:-.739407829196054	 2:-.479314176777608	 3:-.843995532216004	 4:-.5770074503187	 5:-.350204244398223	 6:-1.52764733962459	 7:-1.10170214265551	 8:-1.43941741020646	 9:-.210019747116933	 10:-2.23648741064378E-02	 11:-.435613884336275	 12:-.436588782574117	 13:1.47246368708651	 14:1.39528566966318	 15:-.105304810091389	 16:-1.03815387897482
