4	 1:1.29555351464296	 2:1.00801223843533	 3:-.843995532216004	 4:-.80470640575722	 5:.593962222236474	 6:1.34132986064074	 7:-.210019747116933	 8:-2.23648741064378E-02	 9:-.435613884336275	 10:1.05538484433444	 11:-.716259742250555	 12:-.786819328954803	 13:-.105304810091389	 14:-1.03815387897482
18	 1:-.369414857588959	 2:1.7516754460418	 3:.643132823086221	 4:-1.2438401055315	 5:1.57566264401604	 6:-1.25025092919645	 7:-.210019747116933	 8:-2.23648741064378E-02	 9:-.435613884336275	 10:-.436588782574117	 11:-.716259742250555	 12:-.69589828734572	 13:-.105304810091389	 14:-1.03815387897482
2	 1:-.739407829196054	 2:-.665229978679225	 3:-.769639114450893	 4:1.26084840429221	 5:-.584078283899012	 6:.641413880903693	 7:-.210019747116933	 8:-2.23648741064378E-02	 9:1.46766906197186	 10:-.436588782574117	 11:1.47246368708651	 12:1.39528566966318	 13:-.105304810091389	 14:1.92608633444183
9	 1:5.78114018136053E-04	 2:-.29339837487599	 3:-1.31987660591271	 4:.284995738127125	 5:1.04018968668173	 6:-.966501207681428	 7:-.210019747116933	 8:-2.23648741064378E-02	 9:1.46766906197186	 10:1.05538484433444	 11:1.47246368708651	 12:-.69589828734572	 13:-.105304810091389	 14:1.01401242262132
5	 1:-.924404314999601	 2:-.851145780580843	 3:-2.4500941559424	 4:-1.16251905001775	 5:-.298492706654045	 6:1.28457991633774	 7:4.76086184144955	 8:-2.23648741064378E-02	 9:.198813764433104	 10:-.436588782574117	 11:.378101972417978	 12:-5.94509960821391E-02	 13:-.105304810091389	 14:.329956988755941
14	 1:.185574599821683	 2:-.107482572974372	 3:-.843995532216004	 4:-1.60165274979204	 5:.39762213788056	 6:1.05758013912572	 7:-.210019747116933	 8:-2.23648741064378E-02	 9:-.435613884336275	 10:1.05538484433444	 11:-.716259742250555	 12:-.968661412172969	 13:-.105304810091389	 14:-.240089206131876
4	 1:-.739407829196054	 2:-.479314176777608	 3:.330835868472753	 4:.236203104818871	 5:.254829349258077	 6:-.947584559580427	 7:-.210019747116933	 8:-2.23648741064378E-02	 9:-.435613884336275	 10:-.436588782574117	 11:1.47246368708651	 12:1.39528566966318	 13:-.105304810091389	 14:-.696126162042131
9	 1:5.78114018136053E-04	 2:7.84332289272449E-02	 3:.717489240851332	 4:-.284251650469174	 5:-.994607551188651	 6:1.05758013912572	 7:-.210019747116933	 8:-2.23648741064378E-02	 9:1.46766906197186	 10:1.05538484433444	 11:-.716259742250555	 12:-.423135162518471	 13:-.105304810091389	 14:-.240089206131876
5	 1:5.78114018136053E-04	 2:7.84332289272449E-02	 3:.345707152025776	 4:-1.2438401055315	 5:-.923211156877409	 6:.717080473307699	 7:-.210019747116933	 8:-2.23648741064378E-02	 9:-.435613884336275	 10:-.436588782574117	 11:-.716259742250555	 12:-.968661412172969	 13:-.105304810091389	 14:-1.03815387897482
7	 1:-.739407829196054	 2:-.665229978679225	 3:.643132823086221	 4:.78918628231242	 5:1.04018968668173	 6:-.153085339338366	 7:-.210019747116933	 8:-2.23648741064378E-02	 9:1.46766906197186	 10:-.436588782574117	 11:1.47246368708651	 12:1.39528566966318	 13:-.105304810091389	 14:-1.03815387897482
15	 1:-.554411343392506	 2:.45026483273048	 3:1.31234058297222	 4:.252467315921622	 5:-1.36943862132267	 6:.452247399893679	 7:-.210019747116933	 8:-2.23648741064378E-02	 9:-.435613884336275	 10:-.436588782574117	 11:-.716259742250555	 12:.213312128745109	 13:-.105304810091389	 14:-1.03815387897482
7	 1:-.739407829196054	 2:-.29339837487599	 3:-1.12036532467582E-02	 4:1.03314944885369	 5:1.23652977103764	 6:-1.43941741020646	 7:-.210019747116933	 8:-2.23648741064378E-02	 9:-.435613884336275	 10:-.436588782574117	 11:1.47246368708651	 12:1.39528566966318	 13:-.105304810091389	 14:.329956988755941
3	 1:5.78114018136053E-04	 2:-.665229978679225	 3:-.412728309178359	 4:-.300515861571926	 5:.701056813703337	 6:-.361168468449382	 7:-.210019747116933	 8:-2.23648741064378E-02	 9:-.435613884336275	 10:-.436588782574117	 11:-.716259742250555	 12:-.968661412172969	 13:-.105304810091389	 14:1.92608633444183
1	 1:-.924404314999601	 2:-.107482572974372	 3:-2.22702490264707	 4:1.17952734877845	 5:.593962222236474	 6:1.20891332393373	 7:-.210019747116933	 8:-2.23648741064378E-02	 9:.198813764433104	 10:-.436588782574117	 11:.378101972417978	 12:-5.94509960821391E-02	 13:-.105304810091389	 14:.329956988755941
3	 1:1.85054297205361	 2:1.56575964414018	 3:-.130173921670936	 4:-2.40242728251517E-02	 5:-.798267466832736	 6:-1.59075059501447	 7:-.210019747116933	 8:-2.23648741064378E-02	 9:-.435613884336275	 10:-.436588782574117	 11:-.716259742250555	 12:-.968661412172969	 13:-.105304810091389	 14:-1.03815387897482
7	 1:-.369414857588959	 2:-.851145780580843	 3:.345707152025776	 4:1.00062102664818	 5:-.923211156877409	 6:-3.95854507323581E-02	 7:-.210019747116933	 8:-2.23648741064378E-02	 9:-.435613884336275	 10:1.05538484433444	 11:-.716259742250555	 12:.667917336790525	 13:-.105304810091389	 14:.557975466711068
5	 1:-.739407829196054	 2:-.665229978679225	 3:1.17849903099502	 4:1.32590524870321	 5:1.36147346108232	 6:.300914215085667	 7:-.210019747116933	 8:-2.23648741064378E-02	 9:4.63980730581876	 10:-.436588782574117	 11:1.47246368708651	 12:1.39528566966318	 13:-.105304810091389	 14:2.15410481239695
7	 1:-.184418371785411	 2:-.107482572974372	 3:-1.12036532467582E-02	 4:-.479422183702192	 5:.593962222236474	 6:1.68182952645877	 7:-.210019747116933	 8:-2.23648741064378E-02	 9:-.435613884336275	 10:5.53130572506012	 11:-.716259742250555	 12:-.968661412172969	 13:-.105304810091389	 14:-1.03815387897482
18	 1:5.78114018136053E-04	 2:7.84332289272449E-02	 3:-1.12654991972342	 4:.236203104818871	 5:-1.69072239572325	 6:-.98541785578243	 7:-.210019747116933	 8:-2.23648741064378E-02	 9:-2.97332447941379	 10:-.436588782574117	 11:-.716259742250555	 12:-.968661412172969	 13:9.52256354112135	 14:.443966227733505
19	 1:1.11055702883942	 2:1.00801223843533	 3:.821588225722488	 4:.252467315921622	 5:.344074842147129	 6:-.796251374772415	 7:-.210019747116933	 8:-2.23648741064378E-02	 9:-.435613884336275	 10:-.436588782574117	 11:-.716259742250555	 12:-.968661412172969	 13:-.105304810091389	 14:1.81207709546426
7	 1:1.11055702883942	 2:1.19392804033695	 3:1.17849903099502	 4:-1.09746220560674	 5:-.887512959721788	 6:-1.09891774438843	 7:-.210019747116933	 8:-2.23648741064378E-02	 9:-.435613884336275	 10:-.436588782574117	 11:-.716259742250555	 12:.849759420008691	 13:-.105304810091389	 14:-1.03815387897482
7	 1:-.739407829196054	 2:-.479314176777608	 3:1.47592470205546	 4:.805450493415171	 5:-.137850819453751	 6:-.966501207681428	 7:-.210019747116933	 8:-2.23648741064378E-02	 9:-.435613884336275	 10:1.05538484433444	 11:1.47246368708651	 12:1.39528566966318	 13:-.105304810091389	 14:-.240089206131876
9	 1:5.78114018136053E-04	 2:7.84332289272449E-02	 3:-.769639114450893	 4:-1.27636852773701	 5:-1.35158952274485	 6:-1.26916757729745	 7:-.210019747116933	 8:-2.23648741064378E-02	 9:-.435613884336275	 10:1.05538484433444	 11:1.47246368708651	 12:-.332214120909388	 13:-.105304810091389	 14:-.240089206131876
15	 1:-.369414857588959	 2:-.479314176777608	 3:-.055817503905825	 4:1.30964103760046	 5:-1.69072239572325	 6:-1.38266746590346	 7:-.210019747116933	 8:-2.23648741064378E-02	 9:1.46766906197186	 10:1.05538484433444	 11:-.716259742250555	 12:.122391087136026	 13:-.105304810091389	 14:-.240089206131876
18	 1:-.184418371785411	 2:-.107482572974372	 3:-.977837084193205	 4:.805450493415171	 5:.540414926503043	 6:1.20891332393373	 7:-.210019747116933	 8:-2.23648741064378E-02	 9:-.435613884336275	 10:-.436588782574117	 11:-.716259742250555	 12:-.968661412172969	 13:-.105304810091389	 14:2.04009557341939
14	 1:.185574599821683	 2:-.107482572974372	 3:-.843995532216004	 4:-1.11372641670949	 5:1.64705903832728	 6:1.05758013912572	 7:-.210019747116933	 8:-2.23648741064378E-02	 9:-2.33889683064441	 10:1.05538484433444	 11:-.716259742250555	 12:-.968661412172969	 13:-.105304810091389	 14:-.240089206131876
2	 1:-.739407829196054	 2:-.479314176777608	 3:1.17849903099502	 4:-1.2438401055315	 5:-.244945410920614	 6:1.54941298975176	 7:-.210019747116933	 8:-2.23648741064378E-02	 9:-.435613884336275	 10:-.436588782574117	 11:1.47246368708651	 12:1.39528566966318	 13:-.105304810091389	 14:-.240089206131876
17	 1:-.369414857588959	 2:-.29339837487599	 3:1.31234058297222	 4:-1.03240536119574	 5:1.04018968668173	 6:1.79532941506478	 7:-.210019747116933	 8:-2.23648741064378E-02	 9:1.46766906197186	 10:1.05538484433444	 11:-.716259742250555	 12:-.423135162518471	 13:-.105304810091389	 14:-.240089206131876
12	 1:-.739407829196054	 2:-.29339837487599	 3:-.873738099322049	 4:1.63492525965549	 5:-1.06600394549989	 6:.698163825206698	 7:-.210019747116933	 8:-2.23648741064378E-02	 9:-.435613884336275	 10:-.436588782574117	 11:1.47246368708651	 12:1.39528566966318	 13:-.105304810091389	 14:-.696126162042131
14	 1:-.369414857588959	 2:-.29339837487599	 3:-.843995532216004	 4:-.5770074503187	 5:-1.35158952274485	 6:.33874751128767	 7:-.210019747116933	 8:-2.23648741064378E-02	 9:-.435613884336275	 10:1.05538484433444	 11:-.716259742250555	 12:-.968661412172969	 13:-.105304810091389	 14:1.58405861750914
9	 1:.925560543035873	 2:.822096436533715	 3:.315964584919731	 4:.756657860106917	 5:-1.67287329714544	 6:-.455751708954389	 7:-.210019747116933	 8:-2.23648741064378E-02	 9:-.435613884336275	 10:-.436588782574117	 11:-.716259742250555	 12:-.968661412172969	 13:-.105304810091389	 14:-.240089206131876
6	 1:-.739407829196054	 2:-1.03706158248246	 3:-.977837084193205	 4:.171146260407865	 5:-.137850819453751	 6:-.493585005156392	 7:-.210019747116933	 8:-2.23648741064378E-02	 9:-.435613884336275	 10:-.436588782574117	 11:1.47246368708651	 12:1.39528566966318	 13:-.105304810091389	 14:1.58405861750914
7	 1:-.369414857588959	 2:-.665229978679225	 3:-.427599592731381	 4:-1.11372641670949	 5:.593962222236474	 6:1.34132986064074	 7:-.210019747116933	 8:-2.23648741064378E-02	 9:-.435613884336275	 10:1.05538484433444	 11:-.716259742250555	 12:-.968661412172969	 13:-.105304810091389	 14:-1.03815387897482
7	 1:-.554411343392506	 2:-.479314176777608	 3:.301093301366709	 4:.78918628231242	 5:-.994607551188651	 6:1.07649678722672	 7:-.210019747116933	 8:-2.23648741064378E-02	 9:1.46766906197186	 10:-.436588782574117	 11:-.716259742250555	 12:-.332214120909388	 13:-.105304810091389	 14:-.468107684087004
17	 1:-.739407829196054	 2:-.479314176777608	 3:-1.29013403880667	 4:-1.60165274979204	 5:.558264025080853	 6:.584663936600689	 7:-.210019747116933	 8:-2.23648741064378E-02	 9:-.435613884336275	 10:-.436588782574117	 11:1.47246368708651	 12:1.39528566966318	 13:-.105304810091389	 14:.329956988755941
3	 1:.185574599821683	 2:.636180634632098	 3:.360578435578798	 4:-1.08119799450399	 5:-.51268188958777	 6:.925163602418715	 7:-.210019747116933	 8:-2.23648741064378E-02	 9:-.435613884336275	 10:-.436588782574117	 11:-.716259742250555	 12:-.423135162518471	 13:-.105304810091389	 14:-.240089206131876
19	 1:5.78114018136053E-04	 2:-.665229978679225	 3:-.397857025625337	 4:.805450493415171	 5:.986642390948303	 6:-1.43941741020646	 7:-.210019747116933	 8:-2.23648741064378E-02	 9:-.435613884336275	 10:2.547358471243	 11:-.716259742250555	 12:-.786819328954803	 13:-.105304810091389	 14:2.04009557341939
14	 1:.185574599821683	 2:-.29339837487599	 3:-1.02245093485227	 4:.610279960182154	 5:1.6827572354829	 6:1.05758013912572	 7:-.210019747116933	 8:-2.23648741064378E-02	 9:-.435613884336275	 10:1.05538484433444	 11:-.716259742250555	 12:.576996295181442	 13:-.105304810091389	 14:-.126079967154313
19	 1:-.554411343392506	 2:-.29339837487599	 3:-.843995532216004	 4:1.17952734877845	 5:.39762213788056	 6:.357664159388672	 7:-.210019747116933	 8:-2.23648741064378E-02	 9:-.435613884336275	 10:-.436588782574117	 11:-.716259742250555	 12:.122391087136026	 13:-.105304810091389	 14:-.240089206131876
2	 1:-.739407829196054	 2:.822096436533715	 3:-.769639114450893	 4:-1.47153906097002	 5:-1.6014769028342	 6:1.34132986064074	 7:-.210019747116933	 8:-2.23648741064378E-02	 9:-.435613884336275	 10:1.05538484433444	 11:1.47246368708651	 12:1.39528566966318	 13:-.105304810091389	 14:-1.03815387897482
7	 1:-.184418371785411	 2:-.479314176777608	 3:1.2974692994192	 4:1.1307347154702	 5:.326225743569318	 6:.225247622681662	 7:-.210019747116933	 8:-2.23648741064378E-02	 9:1.46766906197186	 10:-.436588782574117	 11:-.716259742250555	 12:.122391087136026	 13:-.105304810091389	 14:-1.03815387897482
17	 1:1.11055702883942	 2:1.19392804033695	 3:-.189659055883025	 4:-1.47153906097002	 5:-1.74426969145668	 6:.263080918883664	 7:-.210019747116933	 8:-2.23648741064378E-02	 9:-.435613884336275	 10:-.436588782574117	 11:-.716259742250555	 12:-.968661412172969	 13:-.105304810091389	 14:.329956988755941
7	 1:-.554411343392506	 2:-.479314176777608	 3:-.62092627892067	 4:1.58613262634724	 5:.326225743569318	 6:1.13324673152973	 7:-.210019747116933	 8:-2.23648741064378E-02	 9:1.46766906197186	 10:-.436588782574117	 11:-.716259742250555	 12:-.69589828734572	 13:-.105304810091389	 14:-.240089206131876
17	 1:5.78114018136053E-04	 2:-.479314176777608	 3:1.01491491191177	 4:-.609535872524203	 5:-1.70857149430106	 6:-.153085339338366	 7:-.210019747116933	 8:-2.23648741064378E-02	 9:-.435613884336275	 10:-.436588782574117	 11:-.716259742250555	 12:-.968661412172969	 13:-.105304810091389	 14:-1.03815387897482
2	 1:2.03553945785715	 2:1.93759124794342	 3:-.368114458519292	 4:-.105345328338908	 5:-6.64544251425102E-02	 6:.584663936600689	 7:-.210019747116933	 8:-2.23648741064378E-02	 9:-.435613884336275	 10:-.436588782574117	 11:-.716259742250555	 12:-.968661412172969	 13:-.105304810091389	 14:-.240089206131876
17	 1:.370571085625231	 2:.264349030828862	 3:-.843995532216004	 4:.90303576003168	 5:1.07588788383735	 6:.584663936600689	 7:-.210019747116933	 8:-2.23648741064378E-02	 9:-.435613884336275	 10:-.436588782574117	 11:-.716259742250555	 12:-.69589828734572	 13:-.105304810091389	 14:-1.03815387897482
3	 1:1.29555351464296	 2:1.00801223843533	 3:-.829124248662982	 4:-.300515861571926	 5:.290527546413697	 6:-.153085339338366	 7:-.210019747116933	 8:-2.23648741064378E-02	 9:2.73652435951062	 10:2.547358471243	 11:-.716259742250555	 12:-.968661412172969	 13:-.105304810091389	 14:-.696126162042131
18	 1:.555567571428778	 2:7.84332289272449E-02	 3:1.13388518033595	 4:-1.11372641670949	 5:.272678447835887	 6:-.98541785578243	 7:-.210019747116933	 8:-2.23648741064378E-02	 9:-.435613884336275	 10:-.436588782574117	 11:-.716259742250555	 12:-.968661412172969	 13:-.105304810091389	 14:2.04009557341939
7	 1:.370571085625231	 2:7.84332289272449E-02	 3:-.308629324307203	 4:.935564182237183	 5:-1.28019312843361	 6:1.34132986064074	 7:-.210019747116933	 8:-2.23648741064378E-02	 9:1.46766906197186	 10:-.436588782574117	 11:-.716259742250555	 12:-.332214120909388	 13:-.105304810091389	 14:.329956988755941
7	 1:.555567571428778	 2:.45026483273048	 3:.345707152025776	 4:-.886027461270978	 5:-.923211156877409	 6:.187414326479659	 7:-.210019747116933	 8:-2.23648741064378E-02	 9:-.435613884336275	 10:-.436588782574117	 11:-.716259742250555	 12:-.786819328954803	 13:-.105304810091389	 14:-1.03815387897482
7	 1:-.369414857588959	 2:-.29339837487599	 3:.866202076381555	 4:-1.30889694994251	 5:.593962222236474	 6:-1.77991707602449	 7:-.210019747116933	 8:-2.23648741064378E-02	 9:-.435613884336275	 10:-.436588782574117	 11:-.716259742250555	 12:-.968661412172969	 13:-.105304810091389	 14:2.15410481239695
10	 1:1.66554648625006	 2:1.00801223843533	 3:.479548704002976	 4:-1.52033169427828	 5:1.34362436250451	 6:-.153085339338366	 7:-.210019747116933	 8:-2.23648741064378E-02	 9:1.46766906197186	 10:-.436588782574117	 11:-.716259742250555	 12:-1.15050349539113	 13:-.105304810091389	 14:-1.03815387897482
7	 1:-.739407829196054	 2:-.665229978679225	 3:-.368114458519292	 4:-1.211311683326	 5:-1.74426969145668	 6:.263080918883664	 7:-.210019747116933	 8:-2.23648741064378E-02	 9:-.435613884336275	 10:-.436588782574117	 11:1.47246368708651	 12:1.39528566966318	 13:-.105304810091389	 14:-1.03815387897482
15	 1:5.78114018136053E-04	 2:-.29339837487599	 3:-.427599592731381	 4:-1.58538853868928	 5:-.994607551188651	 6:-.966501207681428	 7:-.210019747116933	 8:-2.23648741064378E-02	 9:1.46766906197186	 10:1.05538484433444	 11:-.716259742250555	 12:.940680461617774	 13:-.105304810091389	 14:-.696126162042131
7	 1:-.739407829196054	 2:-.665229978679225	 3:.806716942169466	 4:1.52107578193623	 5:.326225743569318	 6:.33874751128767	 7:-.210019747116933	 8:-2.23648741064378E-02	 9:1.46766906197186	 10:1.05538484433444	 11:1.47246368708651	 12:1.39528566966318	 13:-.105304810091389	 14:-1.03815387897482
2	 1:3.14551837267844	 2:2.86717025745151	 3:-1.31987660591271	 4:1.50481157083348	 5:-.637625579632443	 6:.244164270782663	 7:-.210019747116933	 8:-2.23648741064378E-02	 9:-.435613884336275	 10:-.436588782574117	 11:-.716259742250555	 12:-.968661412172969	 13:-.105304810091389	 14:-1.03815387897482
9	 1:-.739407829196054	 2:-.479314176777608	 3:-.293758040754181	 4:-1.04866957229849	 5:9.41874620577833E-02	 6:1.28457991633774	 7:-.210019747116933	 8:-2.23648741064378E-02	 9:-.435613884336275	 10:-.436588782574117	 11:1.47246368708651	 12:1.39528566966318	 13:-.105304810091389	 14:-.240089206131876
18	 1:-.739407829196054	 2:-1.40889318628569	 3:-.977837084193205	 4:-1.39021800545627	 5:.540414926503043	 6:.641413880903693	 7:-.210019747116933	 8:-2.23648741064378E-02	 9:-.435613884336275	 10:-.436588782574117	 11:1.47246368708651	 12:1.39528566966318	 13:-.105304810091389	 14:2.04009557341939
4	 1:-.924404314999601	 2:-1.03706158248246	 3:-2.16753976843498	 4:-1.11372641670949	 5:-.566229185321201	 6:-.966501207681428	 7:4.76086184144955	 8:-2.23648741064378E-02	 9:-.435613884336275	 10:1.05538484433444	 11:.378101972417978	 12:-5.94509960821391E-02	 13:-.105304810091389	 14:.557975466711068
6	 1:1.48055000044651	 2:1.19392804033695	 3:1.19337031454804	 4:.707865226798663	 5:1.11158608099297	 6:-1.64750053931748	 7:-.210019747116933	 8:-2.23648741064378E-02	 9:-.435613884336275	 10:1.05538484433444	 11:-.716259742250555	 12:-.968661412172969	 13:-.105304810091389	 14:-.240089206131876
17	 1:-.739407829196054	 2:-.479314176777608	 3:1.17849903099502	 4:.707865226798663	 5:.344074842147129	 6:.584663936600689	 7:-.210019747116933	 8:-2.23648741064378E-02	 9:-.435613884336275	 10:-.436588782574117	 11:1.47246368708651	 12:1.39528566966318	 13:-.105304810091389	 14:-.240089206131876
12	 1:-.924404314999601	 2:-.665229978679225	 3:-1.72140126184431	 4:1.17952734877845	 5:1.04018968668173	 6:.244164270782663	 7:-.210019747116933	 8:-2.23648741064378E-02	 9:.198813764433104	 10:-.436588782574117	 11:.378101972417978	 12:-5.94509960821391E-02	 13:-.105304810091389	 14:.329956988755941
7	 1:-.369414857588959	 2:-.479314176777608	 3:1.25285544876013	 4:-.300515861571926	 5:-1.24449493127799	 6:.641413880903693	 7:-.210019747116933	 8:-2.23648741064378E-02	 9:-.435613884336275	 10:-.436588782574117	 11:-.716259742250555	 12:.667917336790525	 13:-.105304810091389	 14:-1.03815387897482
7	 1:-.369414857588959	 2:-.107482572974372	 3:-.115302638117914	 4:-.251723228263671	 5:-1.01245664976646	 6:1.09541343532772	 7:-.210019747116933	 8:-2.23648741064378E-02	 9:-.435613884336275	 10:-.436588782574117	 11:-.716259742250555	 12:-.423135162518471	 13:-.105304810091389	 14:.329956988755941
3	 1:.925560543035873	 2:.636180634632098	 3:1.17849903099502	 4:1.52107578193623	 5:1.00449148952611	 6:-1.08000109628743	 7:-.210019747116933	 8:-2.23648741064378E-02	 9:-2.33889683064441	 10:-.436588782574117	 11:-.716259742250555	 12:-.968661412172969	 13:-.105304810091389	 14:-1.03815387897482
17	 1:-.739407829196054	 2:-.851145780580843	 3:.211865600048575	 4:1.00062102664818	 5:1.04018968668173	 6:-.153085339338366	 7:-.210019747116933	 8:-2.23648741064378E-02	 9:1.46766906197186	 10:-.436588782574117	 11:-.716259742250555	 12:1.39528566966318	 13:-.105304810091389	 14:-.240089206131876
17	 1:-.739407829196054	 2:-.479314176777608	 3:1.08927132967688	 4:-.251723228263671	 5:.772453208014578	 6:1.13324673152973	 7:-.210019747116933	 8:-2.23648741064378E-02	 9:-.435613884336275	 10:-.436588782574117	 11:1.47246368708651	 12:1.39528566966318	 13:-.105304810091389	 14:-1.03815387897482
7	 1:-.184418371785411	 2:-.29339837487599	 3:1.52053855271453	 4:1.24458419318946	 5:-1.01245664976646	 6:.300914215085667	 7:-.210019747116933	 8:-2.23648741064378E-02	 9:-.435613884336275	 10:-.436588782574117	 11:-.716259742250555	 12:.667917336790525	 13:-.105304810091389	 14:-1.03815387897482
15	 1:-.739407829196054	 2:-.29339837487599	 3:.405192286237865	 4:-.609535872524203	 5:-1.01245664976646	 6:.33874751128767	 7:-.210019747116933	 8:-2.23648741064378E-02	 9:-.435613884336275	 10:1.05538484433444	 11:1.47246368708651	 12:1.39528566966318	 13:-.105304810091389	 14:.557975466711068
17	 1:-.554411343392506	 2:-.851145780580843	 3:-.888609382875071	 4:.138617838202362	 5:1.34362436250451	 6:-.966501207681428	 7:-.210019747116933	 8:-2.23648741064378E-02	 9:1.46766906197186	 10:-.436588782574117	 11:-.716259742250555	 12:.940680461617774	 13:-.105304810091389	 14:.557975466711068
14	 1:-.184418371785411	 2:-.665229978679225	 3:-1.00757965129924	 4:-1.48780327207278	 5:-.244945410920614	 6:1.34132986064074	 7:-.210019747116933	 8:-2.23648741064378E-02	 9:-.435613884336275	 10:1.05538484433444	 11:-.716259742250555	 12:-.69589828734572	 13:-.105304810091389	 14:1.01401242262132
15	 1:.555567571428778	 2:.636180634632098	 3:-.754767830897871	 4:1.60239683744999	 5:-.012907129409079	 6:-.98541785578243	 7:-.210019747116933	 8:-2.23648741064378E-02	 9:-2.33889683064441	 10:-.436588782574117	 11:-.716259742250555	 12:.576996295181442	 13:-.105304810091389	 14:-1.03815387897482
11	 1:-.369414857588959	 2:-.107482572974372	 3:.24160816715462	 4:-1.43901063876452	 5:-.994607551188651	 6:1.22782997203473	 7:-.210019747116933	 8:-2.23648741064378E-02	 9:1.46766906197186	 10:-.436588782574117	 11:-.716259742250555	 12:-.423135162518471	 13:-.105304810091389	 14:1.81207709546426
17	 1:-.739407829196054	 2:7.84332289272449E-02	 3:-1.12036532467582E-02	 4:-.772177983551718	 5:1.64705903832728	 6:.584663936600689	 7:-.210019747116933	 8:-2.23648741064378E-02	 9:-.435613884336275	 10:-.436588782574117	 11:1.47246368708651	 12:1.39528566966318	 13:-.105304810091389	 14:.329956988755941
3	 1:-.739407829196054	 2:.45026483273048	 3:-.397857025625337	 4:.772922071209668	 5:-1.01245664976646	 6:1.00083019482272	 7:-.210019747116933	 8:-2.23648741064378E-02	 9:-.435613884336275	 10:-.436588782574117	 11:1.47246368708651	 12:1.39528566966318	 13:-.105304810091389	 14:2.15410481239695
12	 1:1.29555351464296	 2:1.19392804033695	 3:1.14875646388897	 4:-1.52033169427828	 5:-1.01245664976646	 6:.7359971214087	 7:-.210019747116933	 8:-2.23648741064378E-02	 9:-.435613884336275	 10:-.436588782574117	 11:-.716259742250555	 12:-.423135162518471	 13:-.105304810091389	 14:1.35604013955401
1	 1:-.739407829196054	 2:-1.03706158248246	 3:-.962965800640182	 4:-1.11372641670949	 5:.272678447835887	 6:.263080918883664	 7:-.210019747116933	 8:-2.23648741064378E-02	 9:4.00537965704938	 10:4.03933209815156	 11:1.47246368708651	 12:1.39528566966318	 13:-.105304810091389	 14:2.49613252932965
7	 1:-.369414857588959	 2:-.29339837487599	 3:-.368114458519292	 4:-.511950605907694	 5:-.994607551188651	 6:-.98541785578243	 7:-.210019747116933	 8:-2.23648741064378E-02	 9:1.46766906197186	 10:-.436588782574117	 11:-.716259742250555	 12:-.968661412172969	 13:-.105304810091389	 14:-1.03815387897482
5	 1:2.77552540107135	 2:2.68125445554989	 3:.152380465836486	 4:-1.03240536119574	 5:-.923211156877409	 6:1.17108002773173	 7:-.210019747116933	 8:-2.23648741064378E-02	 9:-.435613884336275	 10:-.436588782574117	 11:-.716259742250555	 12:-.968661412172969	 13:-.105304810091389	 14:-1.03815387897482
19	 1:-.739407829196054	 2:-.479314176777608	 3:.762103091510399	 4:-1.52033169427828	 5:-1.01245664976646	 6:1.45482974924675	 7:-.210019747116933	 8:-2.23648741064378E-02	 9:-.435613884336275	 10:-.436588782574117	 11:1.47246368708651	 12:1.39528566966318	 13:-.105304810091389	 14:1.81207709546426
12	 1:-.924404314999601	 2:1.56575964414018	 3:-2.16753976843498	 4:-.511950605907694	 5:1.04018968668173	 6:1.34132986064074	 7:4.76086184144955	 8:-2.23648741064378E-02	 9:1.46766906197186	 10:1.05538484433444	 11:.378101972417978	 12:-5.94509960821391E-02	 13:-.105304810091389	 14:-.240089206131876
10	 1:.555567571428778	 2:-.107482572974372	 3:1.55028111982057	 4:1.14699892657295	 5:-1.67287329714544	 6:1.34132986064074	 7:-.210019747116933	 8:-2.23648741064378E-02	 9:-.435613884336275	 10:1.05538484433444	 11:-.716259742250555	 12:-.786819328954803	 13:-.105304810091389	 14:-.240089206131876
2	 1:-.739407829196054	 2:-.479314176777608	 3:-.962965800640182	 4:-.544479028113197	 5:-.994607551188651	 6:.811663713812706	 7:-.210019747116933	 8:-2.23648741064378E-02	 9:1.46766906197186	 10:1.05538484433444	 11:1.47246368708651	 12:1.39528566966318	 13:-.105304810091389	 14:1.6980678564867
19	 1:.185574599821683	 2:.264349030828862	 3:-.293758040754181	 4:-.34930849488018	 5:.272678447835887	 6:1.60616293405476	 7:-.210019747116933	 8:-2.23648741064378E-02	 9:-.435613884336275	 10:-.436588782574117	 11:-.716259742250555	 12:-.968661412172969	 13:-.105304810091389	 14:-.240089206131876
15	 1:5.78114018136053E-04	 2:-.107482572974372	 3:.211865600048575	 4:1.14699892657295	 5:1.75415362979415	 6:-1.42050076210546	 7:-.210019747116933	 8:-2.23648741064378E-02	 9:1.46766906197186	 10:-.436588782574117	 11:-.716259742250555	 12:-.423135162518471	 13:-.105304810091389	 14:-1.03815387897482
4	 1:.370571085625231	 2:7.84332289272449E-02	 3:.301093301366709	 4:.756657860106917	 5:.254829349258077	 6:.33874751128767	 7:-.210019747116933	 8:-2.23648741064378E-02	 9:-.435613884336275	 10:1.05538484433444	 11:-.716259742250555	 12:-.423135162518471	 13:-.105304810091389	 14:2.38212329035208
18	 1:-.739407829196054	 2:-1.03706158248246	 3:1.17849903099502	 4:-1.19504747222325	 5:.344074842147129	 6:-.701668134267408	 7:-.210019747116933	 8:-2.23648741064378E-02	 9:-.435613884336275	 10:-.436588782574117	 11:1.47246368708651	 12:1.39528566966318	 13:-.105304810091389	 14:1.81207709546426
